,id,model,brand,2G_bands,3G_bands,4G_bands,2g 3g 4g sim,weight_g,SIM,display_resolution (inches),ppi,OS,CPU Cores,CPU Frequency (GHz),internal_memory,RAM,primary_camera,secondary_camera,WLAN,bluetooth,GPS,NFC,radio,USB,battery,accelerometer,proximity,fingerprint,compass,gyro,heart rate,barometer,altimeter,gravity,thermometer,color spectrum,light sensor,sound level meter,humidity,thickness,حدود هزینه تولید
315,316,Pixel,Google,Yes,Yes,Yes,35,143.0,1,5.0,441,Android,4,1.875,32.0,4.0,12.3,8.0,Yes,Yes,Yes,Yes,No,Yes,2770,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,8.5,866.6258317787103
316,317,Elite x3,HP,Yes,Yes,Yes,35,195.0,1,5.96,494,Microsoft Windows,4,1.875,64.0,4.0,16.0,8.0,Yes,Yes,Yes,Yes,No,Yes,4150,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.8,956.2732968015199
317,318,Slate6 VoiceTab II,HP,Yes,Yes,No,30,160.0,2,6.0,245,Android,4,1.2,16.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,3000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,9.0,654.194770447778
318,319,Slate7 VoiceTab Ultra,HP,Yes,Yes,Yes,35,239.0,1,7.0,323,Android,4,1.6,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,No,Yes,5000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.2,779.9836129524289
319,320,Slate7 VoiceTab,HP,Yes,Yes,No,30,325.0,2,7.0,216,Android,4,1.2,16.0,1.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,4100,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,9.5,641.1713968145057
320,321,Slate6 VoiceTab,HP,Yes,Yes,No,30,160.0,2,6.0,245,Android,4,1.2,16.0,1.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,3000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.8,651.5751179700002
321,322,U11,HTC,Yes,Yes,Yes,35,169.0,1,5.5,534,Android,8,2.45,64.0,4.0,12.0,16.0,Yes,Yes,Yes,Yes,No,Yes,3000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.9,1010.547602805312
322,323,One X10,HTC,Yes,Yes,Yes,35,175.0,1,5.5,401,Android,8,1.4,32.0,3.0,16.0,8.0,Yes,Yes,Yes,No,Yes,Yes,4000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,8.2,877.8435624335542
323,324,U Ultra,HTC,Yes,Yes,Yes,40,170.0,2,5.7,513,Android,4,1.875,64.0,4.0,12.0,16.0,Yes,Yes,Yes,Yes,No,Yes,3000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,8.0,982.8341474244118
324,325,U Play,HTC,Yes,Yes,Yes,40,145.0,2,5.2,428,Android,8,1.55,32.0,3.0,16.0,16.0,Yes,Yes,Yes,Yes,Yes,Yes,2500,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,8.0,910.7740511327586
325,326,10 evo,HTC,Yes,Yes,Yes,35,174.0,1,5.5,534,Android,8,1.75,32.0,3.0,16.0,8.0,Yes,Yes,Yes,Yes,No,Yes,3200,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,8.1,904.8333070083014
326,327,Desire 650,HTC,Yes,Yes,Yes,35,140.0,1,5.0,294,Android,4,1.6,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2200,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.4,671.3603491885715
327,328,Desire 10 Pro,HTC,Yes,Yes,Yes,40,165.0,2,5.5,400,Android,8,1.4,64.0,4.0,20.0,13.0,Yes,Yes,Yes,Yes,Yes,Yes,3000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.9,989.3752722030805
328,329,Desire 10 Lifestyle,HTC,Yes,Yes,Yes,40,155.0,2,5.5,267,Android,4,1.4,32.0,3.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2700,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.7,755.4561863640259
329,330,One A9s,HTC,Yes,Yes,Yes,35,149.8,1,5.0,294,Android,8,1.4,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2300,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,8.0,724.8893560293191
330,331,Desire 728 Ultra,HTC,Yes,Yes,Yes,40,153.0,2,5.5,267,Android,8,1.5,32.0,3.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2800,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.9,791.8136568106521
331,332,Desire 628,HTC,Yes,Yes,Yes,40,142.0,2,5.0,294,Android,8,1.3,32.0,3.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2200,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.1,760.821153287877
332,333,One M9 Prime Camera,HTC,Yes,Yes,Yes,35,158.0,1,5.0,441,Android,8,2.2,16.0,2.0,13.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2840,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,9.6,794.2084446275951
333,334,Desire 830,HTC,Yes,Yes,Yes,40,156.0,2,5.5,401,Android,8,1.5,32.0,3.0,13.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2800,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.8,857.4717310551284
334,335,One S9,HTC,Yes,Yes,Yes,35,158.0,1,5.0,441,Android,8,2.0,16.0,2.0,13.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2840,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,10.1,783.8071954800604
335,336,10 Lifestyle,HTC,Yes,Yes,Yes,35,161.0,1,5.2,565,Android,8,1.5,32.0,3.0,12.0,5.0,Yes,Yes,Yes,Yes,No,Yes,3000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,9.0,878.3364562060808
336,337,10,HTC,Yes,Yes,Yes,35,161.0,1,5.2,565,Android,4,1.875,32.0,4.0,12.0,5.0,Yes,Yes,Yes,Yes,No,Yes,3000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,9.0,868.0563258043408
337,338,Desire 825,HTC,Yes,Yes,Yes,35,155.0,1,5.5,267,Android,4,1.6,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2700,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.4,689.1849005950917
338,339,Desire 630,HTC,Yes,Yes,Yes,40,140.0,2,5.0,294,Android,4,1.6,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2200,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.3,683.2602097737692
339,340,Desire 530,HTC,Yes,Yes,Yes,35,140.0,1,5.0,294,Android,4,1.1,16.0,1.5,8.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2200,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,8.3,646.5524393420998
340,341,Desire 625,HTC,Yes,Yes,Yes,35,140.1,1,5.0,294,Android,4,1.1,8.0,1.5,5.0,1.3,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,8.4,577.6877613695257
341,342,One X9,HTC,Yes,Yes,Yes,40,170.0,2,5.5,401,Android,8,2.2,32.0,3.0,13.0,5.0,Yes,Yes,Yes,Yes,No,Yes,3000,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.0,870.4493351523531
342,343,One M9s,HTC,Yes,Yes,Yes,35,158.0,1,5.0,441,Android,8,2.2,16.0,2.0,13.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2840,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,9.6,794.2084446275951
343,344,Desire 728 dual sim,HTC,Yes,Yes,Yes,40,153.0,2,5.5,267,Android,8,1.3,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2800,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.9,740.4610297005303
344,345,One E9s dual sim,HTC,Yes,Yes,Yes,40,165.0,2,5.5,267,Android,8,1.5,16.0,2.0,13.0,4.0,Yes,Yes,Yes,No,Yes,Yes,2600,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7.6,697.2820081833336
345,346,Butterfly 3,HTC,Yes,Yes,Yes,35,161.0,1,5.2,565,Android,8,1.75,32.0,3.0,20.2,13.0,Yes,Yes,Yes,Yes,No,Yes,2700,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,10.0,888.3307328137364
346,347,One A9,HTC,Yes,Yes,Yes,35,143.0,1,5.0,441,Android,8,1.35,16.0,2.0,13.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2150,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.3,795.8252378081032
347,348,One M9+ Supreme Camera,HTC,Yes,Yes,Yes,35,168.0,1,5.2,565,Android,8,2.2,32.0,3.0,21.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2840,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,9.6,898.2437723636267
348,349,Desire 626s,HTC,Yes,Yes,Yes,35,138.9,1,5.0,294,Android,4,1.1,8.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8.1,567.351639546545
349,350,Desire 526,HTC,Yes,Yes,Yes,35,156.0,1,4.7,234,Android,4,1.1,8.0,1.5,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.9,545.3940784137425
350,351,One ME,HTC,Yes,Yes,Yes,40,155.0,2,5.2,565,Android,8,2.2,32.0,3.0,20.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2840,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,9.8,927.1010472044101
351,352,Desire 820G+ dual sim,HTC,Yes,Yes,No,30,154.5,2,5.5,267,Android,8,1.7,16.0,1.0,13.0,8.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.7,726.7446354669866
352,353,Desire 326G dual sim,HTC,Yes,Yes,No,30,146.0,2,4.5,218,Android,4,1.2,8.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.7,560.2905156854781
353,354,One M9+,HTC,Yes,Yes,Yes,35,168.0,1,5.2,565,Android,8,2.2,32.0,3.0,20.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2840,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,9.6,896.4866003024545
354,355,One M8s,HTC,Yes,Yes,Yes,35,160.0,1,5.0,441,Android,8,1.35,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2840,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,9.6,807.700245935
355,356,One E9+,HTC,Yes,Yes,Yes,40,150.0,2,5.5,534,Android,8,2.0,32.0,3.0,20.0,13.0,Yes,Yes,Yes,Yes,Yes,Yes,2800,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.5,974.1726892500002
356,357,One E9,HTC,Yes,Yes,Yes,40,147.0,2,5.5,401,Android,8,2.0,16.0,2.0,13.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2800,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,7.5,839.5567122928572
357,358,One M9,HTC,Yes,Yes,Yes,35,157.0,1,5.0,441,Android,8,1.75,32.0,3.0,20.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,2840,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,9.6,845.7803958614653
358,359,Desire 820s dual sim,HTC,Yes,Yes,Yes,40,155.0,2,5.5,267,Android,8,1.7,16.0,2.0,13.0,8.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.7,750.521509047587
359,360,Desire 626G+,HTC,Yes,Yes,No,30,138.0,2,5.0,294,Android,8,1.7,8.0,1.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.2,685.0629720053659
360,361,Desire 626,HTC,Yes,Yes,Yes,35,140.0,1,5.0,294,Android,8,1.7,16.0,1.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.2,680.7339641656446
361,362,Desire 526G+ dual sim ,HTC,Yes,Yes,No,30,154.0,2,4.7,234,Android,8,1.7,8.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.9,601.9877011942552
362,363,Desire 826 dual sim,HTC,Yes,Yes,Yes,40,183.0,2,5.5,401,Android,8,1.35,16.0,2.0,13.0,4.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.0,765.8737626518034
363,364,Desire 320,HTC,Yes,Yes,No,25,145.0,1,4.5,218,Android,4,1.3,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,2100,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10.5,497.1674338943678
364,365,Desire 620G dual sim,HTC,Yes,Yes,No,30,160.0,2,5.0,294,Android,8,1.7,8.0,1.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2100,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.6,636.9546421699999
365,366,Desire 620,HTC,Yes,Yes,Yes,35,160.0,1,5.0,294,Android,4,1.2,8.0,1.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2100,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.6,575.73586642
366,367,Nexus 9,HTC,Yes,Yes,Yes,35,425.0,1,8.9,281,Android,2,2.3,16.0,2.0,8.0,1.6,Yes,Yes,Yes,Yes,No,Yes,6700,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.0,779.5758232594648
367,368,Desire 816G dual sim,HTC,Yes,Yes,No,30,158.0,2,5.5,267,Android,4,1.3,8.0,1.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.0,654.4631661325317
368,369,One (M8 Eye),HTC,Yes,Yes,Yes,35,160.0,1,5.0,441,Android,4,2.3,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,9.4,739.4508320544682
369,370,Desire Eye,HTC,Yes,Yes,Yes,35,154.0,1,5.2,424,Android,4,2.3,16.0,2.0,13.0,13.0,Yes,Yes,Yes,Yes,Yes,Yes,2400,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,8.5,779.559969400905
370,371,Desire 612,HTC,Yes,Yes,Yes,35,146.0,1,4.7,234,Android,4,1.2,8.0,1.0,8.0,1.3,Yes,Yes,Yes,Yes,Yes,Yes,2040,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.4,567.546230058719
371,372,Desire 820q dual sim,HTC,Yes,Yes,Yes,40,155.0,2,5.5,267,Android,4,1.2,16.0,1.0,13.0,8.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.7,692.9034035819398
372,373,Desire 820 dual sim,HTC,Yes,Yes,Yes,40,155.0,2,5.5,267,Android,8,1.35,16.0,2.0,13.0,8.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.7,762.099114965865
373,374,Desire 820,HTC,Yes,Yes,Yes,35,155.0,1,5.5,267,Android,8,1.25,16.0,2.0,13.0,8.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.7,731.671331774403
374,375,One (E8) CDMA,HTC,Yes,Yes,Yes,35,164.0,1,5.0,441,Android,4,2.3,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,9.9,777.114791687317
375,376,Desire 510,HTC,Yes,Yes,Yes,35,158.0,1,4.7,208,Android,4,1.2,8.0,1.0,5.0,1.3,Yes,Yes,Yes,Yes,Yes,Yes,2100,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,10.0,544.0066562274578
376,377,One (M8) for Windows,HTC,Yes,Yes,Yes,35,160.0,1,5.0,441,Microsoft Windows Phone,4,2.3,32.0,2.0,4.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,9.4,768.7215773693617
377,378,One (M8) for Windows (CDMA),HTC,Yes,No,No,15,160.0,1,5.0,441,Microsoft Windows Phone,4,2.3,32.0,2.0,4.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,9.4,755.0764723161701
378,379,Butterfly 2,HTC,Yes,Yes,Yes,35,151.0,1,5.0,441,Android,4,2.5,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2700,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,10.0,789.2388664629137
379,380,One Remix,HTC,Yes,Yes,Yes,35,137.0,1,4.5,326,Android,4,1.2,16.0,1.5,13.0,5.0,Yes,Yes,Yes,Yes,No,Yes,2100,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,10.6,639.5727426034389
380,381,One (M8) dual sim,HTC,Yes,Yes,Yes,40,160.0,2,5.0,441,Android,4,2.3,16.0,2.0,4.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,9.4,797.6602544970212
381,382,Desire 516 dual sim,HTC,Yes,Yes,No,30,160.0,2,5.0,220,Android,4,1.2,4.0,1.0,5.0,2.0,Yes,Yes,Yes,No,No,Yes,1950,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,9.7,519.404635692165
382,383,One (E8),HTC,Yes,Yes,Yes,35,145.0,1,5.0,441,Android,4,2.5,16.0,2.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,9.9,788.6216765321839
383,384,One mini 2,HTC,Yes,Yes,Yes,35,137.0,1,4.5,326,Android,4,1.2,16.0,1.0,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2110,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,10.6,645.2175107184827
384,385,Desire 616 dual sim,HTC,Yes,Yes,No,30,150.0,2,5.0,294,Android,8,1.4,4.0,1.0,8.0,2.0,Yes,Yes,Yes,No,Yes,Yes,2000,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.2,619.1483232733333
385,386,Desire 210 dual sim,HTC,Yes,Yes,No,30,130.0,2,4.0,233,Android,2,1.0,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,Yes,Yes,1300,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,10.5,478.597292110989
386,387,One (M8) CDMA,HTC,Yes,Yes,Yes,35,160.0,1,5.0,441,Android,4,2.3,32.0,2.0,4.0,5.0,Yes,Yes,Yes,Yes,No,Yes,2600,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,9.4,789.1029683268084
387,388,One (M8),HTC,Yes,Yes,Yes,35,160.0,1,5.0,441,Android,4,2.3,16.0,2.0,4.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,9.4,769.3253369438297
388,389,Desire 310 dual sim,HTC,Yes,Yes,No,30,140.0,2,4.5,218,Android,4,1.3,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,No,Yes,2000,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,11.3,503.3271394171891
389,390,Desire 310,HTC,Yes,Yes,No,25,140.0,1,4.5,218,Android,4,1.3,4.0,0.512,5.0,0.0,Yes,Yes,Yes,No,No,Yes,2000,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,11.3,475.0073867833923
390,391,Desire 816 dual sim,HTC,Yes,Yes,No,30,165.0,2,5.5,267,Android,4,1.6,8.0,1.5,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.9,666.7887345589452
391,392,Desire 816,HTC,Yes,Yes,Yes,35,165.0,1,5.5,267,Android,4,1.6,8.0,1.5,13.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,2600,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,7.9,665.470700803671
392,393,Desire 610,HTC,Yes,Yes,Yes,35,143.5,1,4.7,234,Android,4,1.2,8.0,1.0,8.0,1.3,Yes,Yes,Yes,Yes,Yes,Yes,2040,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,9.6,566.1781375755394
393,394,Desire 700,HTC,Yes,Yes,No,30,149.0,2,5.0,220,Android,4,1.2,8.0,1.0,8.0,2.1,Yes,Yes,Yes,No,Yes,Yes,2100,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,10.3,570.4096068166144
394,395,Honor 9,Huawei,Yes,Yes,Yes,40,155.0,2,5.15,428,Android,8,2.1,64.0,4.0,20.0,8.0,Yes,Yes,Yes,Yes,No,Yes,3200,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.5,1013.482913275454
395,396,Y7 Prime,Huawei,Yes,Yes,Yes,40,165.0,2,5.5,267,Android,8,1.4,32.0,3.0,12.0,8.0,Yes,Yes,Yes,No,Yes,Yes,4000,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,8.4,839.9902751471427
396,397,MediaPad M3 Lite 8,Huawei,Yes,Yes,Yes,35,310.0,1,8.0,283,Android,8,1.4,32.0,3.0,8.0,8.0,Yes,Yes,Yes,No,No,Yes,4800,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,7.5,782.9811029238709
397,398,MediaPad M3 Lite 10,Huawei,Yes,Yes,Yes,35,310.0,1,10.1,224,Android,8,1.4,16.0,3.0,8.0,8.0,Yes,Yes,Yes,No,No,Yes,6660,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,7.1,817.2795504100033
398,399,nova 2 plus,Huawei,Yes,Yes,Yes,40,169.0,2,5.5,401,Android,8,2.36,128.0,4.0,12.0,20.0,Yes,Yes,Yes,No,No,Yes,3340,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,6.9,1153.817736848732
399,400,nova 2,Huawei,Yes,Yes,Yes,40,143.0,2,5.0,443,Android,8,2.36,64.0,4.0,12.0,20.0,Yes,Yes,Yes,No,No,Yes,2950,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,6.9,1040.863601298475
400,401,MediaPad T3 8.0,Huawei,Yes,Yes,Yes,35,350.0,1,8.0,189,Android,4,1.4,16.0,2.0,5.0,2.0,Yes,Yes,Yes,No,Yes,Yes,4800,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,8.0,644.7473893221429
401,402,Y7,Huawei,Yes,Yes,Yes,40,165.0,2,5.5,267,Android,8,1.4,16.0,2.0,12.0,8.0,Yes,Yes,Yes,No,Yes,Yes,4000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.4,790.0569608614286
402,403,Honor 6A,Huawei,Yes,Yes,Yes,40,143.0,2,5.0,294,Android,8,1.5,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3020,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,8.2,770.3721331116323
403,404,Y6 (2017),Huawei,Yes,Yes,Yes,40,150.0,2,5.0,294,Android,4,1.4,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.4,724.819815887619
404,405,Y5 (2017),Huawei,Yes,Yes,Yes,40,150.0,2,5.0,294,Android,4,1.4,16.0,2.0,8.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3000,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,8.4,715.7067509114285
405,406,Honor 8 Pro,Huawei,Yes,Yes,Yes,40,184.0,2,5.7,515,Android,8,2.1,64.0,4.0,12.0,8.0,Yes,Yes,Yes,Yes,No,Yes,4000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.0,1063.057902672857
406,407,Watch 2,Huawei,Yes,Yes,Yes,35,57.0,1,1.2,326,Android,4,1.1,4.0,0.768,0.0,0.0,Yes,Yes,Yes,Yes,No,No,420,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,12.6,654.7726694911111
407,408,P10 Plus,Huawei,Yes,Yes,Yes,35,165.0,1,5.5,540,Android,8,2.1,64.0,4.0,20.0,8.0,Yes,Yes,Yes,Yes,No,Yes,3750,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.0,1056.556010471905
408,409,P10,Huawei,Yes,Yes,Yes,35,145.0,1,5.1,432,Android,8,2.1,32.0,4.0,20.0,8.0,Yes,Yes,Yes,Yes,No,Yes,3200,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.0,939.886843292718
409,410,P10 Lite,Huawei,Yes,Yes,Yes,35,146.0,1,5.2,424,Android,8,2.36,32.0,3.0,12.0,8.0,Yes,Yes,Yes,Yes,Yes,Yes,3000,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.2,907.5231444232778
410,411,P8 Lite (2017),Huawei,Yes,Yes,Yes,40,147.0,2,5.2,424,Android,8,1.9,16.0,3.0,12.0,8.0,Yes,Yes,Yes,Yes,Yes,Yes,3000,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,7.6,874.673347820335
411,412,Honor Magic,Huawei,Yes,Yes,Yes,40,145.0,2,5.09,577,Android,8,2.05,64.0,4.0,12.0,8.0,Yes,Yes,Yes,Yes,Yes,Yes,2900,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,7.8,1049.900967219229
412,413,Enjoy 6s,Huawei,Yes,Yes,Yes,40,138.0,2,5.0,294,Android,8,1.4,16.0,2.0,13.0,5.0,Yes,Yes,Yes,No,Yes,Yes,3020,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,7.6,783.3639473733333
